name;last_name;birth_date;id;city;town;symptoms;description;status;date_of_admission
Orfeo;Melgar;12/09/1990;2254091248;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;Madison, Estados Unidos;Sospechoso;28/04/2020
Brutus;Corral;2/03/1956;2330614291;Chimaltenango;Patzún;Fiebre, Dificultad respiratoria;Montgomery, Estados Unidos;Confirmado;4/04/2020
Beverly;Guerrero;27/09/1922;26532965145;Escuintla;San José;Fiebre, Dificultad respiratoria;Saint Petersburg, Estados Unidos;Recuperado;20/03/2020
Régulo;Tejada;25/02/1940;21941952208;Guatemala;Amatitlán;Fiebre, Cansancio;Emiliano Zapata, Mexico;Sospechoso;3/05/2020
Donatela;Hernández;16/04/2007;2789061584;Santa Rosa;San Juan Tecuaco;Fiebre, Cansancio;Masatepe, Nicaragua;Confirmado;5/05/2020
Yunka;Verdugo;14/11/2012;236720991210;Chiquimula;Ipala;Fiebre, Dificultad respiratoria;Wichita, Estados Unidos;Confirmado;12/04/2020
Galileo;Ozuna;28/03/2006;28355764106;Quiché;Pachalum;Fiebre, Dificultad respiratoria;Peoria, Estados Unidos;Sospechoso;18/04/2020
Ezechiele;Sedillo;12/04/1925;2802709041;Santa Rosa;Guazacapán;Fiebre, Cansancio, Escalofríos y dolores corporales;Saint Petersburg, Estados Unidos;Confirmado;28/04/2020
Carmelita;Tijerina;10/03/1955;28701170135;Guatemala;Fraijanes;Fiebre, Tos seca;Telpaneca, Nicaragua;Confirmado;24/03/2020
Eliezer;Pérez;25/04/1987;29274303113;Sacatepéquez;Ciudad Vieja;Fiebre, Tos seca;Lazaro Cardenas, Mexico;Recuperado;4/05/2020
Luvencio;Borrego;20/12/1932;23450474137;San Marcos;Ayutla;Fiebre, Cansancio;Loma Alta, Honduras;Confirmado;30/04/2020
Hamanchay;Valencia;11/07/1966;27745044171;Jalapa;San Manuel Chaparrón;Fiebre, Dificultad respiratoria;Buenavista, Mexico;Sospechoso;12/04/2020
Amy;Dueñas;21/06/1989;2768774298;Suchitepéquez;Cuyotenango;Fiebre, Tos seca;Larreynaga, Nicaragua;Sospechoso;2/04/2020
Andrónico;Tello;17/11/2009;2708369349;Alta Verapaz;Tactic;Fiebre, Tos seca;Carlsbad, Estados Unidos;Recuperado;20/04/2020
Jaasiel;Samaniego;10/08/1958;2091776313;Sacatepéquez;Ciudad Vieja;Fiebre, Tos seca;San Ignacio, Honduras;Confirmado;31/03/2020
Bienvenida;Barrientos;10/02/2020;21795291155;Jutiapa;El Adelanto;Fiebre, Tos seca;Benito Juarez, Mexico;Recuperado;21/04/2020
Kapriel;Martínez;3/11/1924;27055916201;Alta Verapaz;Tamahú;Fiebre, Tos seca;San Diego, Costa Rica;Confirmado;19/04/2020
Antolin;Alvarez;16/02/1969;1974752441;Quiché;Pachalum;Fiebre, Cansancio, Escalofríos y dolores corporales;Garland, Estados Unidos;Confirmado;19/03/2020
Lucinda;Baeza;30/04/2006;28419899149;Huehuetenango;Jacaltenango;Fiebre, Dificultad respiratoria;Concepción, Guatemala;Sospechoso;20/04/2020
Palas;Hernádez;6/05/1921;1936399227;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Humble, Estados Unidos;Confirmado;8/05/2020
Dafna;Jaramillo;12/02/1927;26301567184;Guatemala;San Raymundo;Fiebre, Tos seca, Escalofríos y dolores corporales;El Mirador, Mexico;Sospechoso;23/04/2020
Valquiria;Gamez;19/03/1959;27851102137;Chiquimula;Olopa;Fiebre, Tos seca;Santiago, Mexico;Recuperado;20/04/2020
Augusto;Garica;8/01/1934;22213999165;Chiquimula;Concepción Las Minas;Fiebre, Tos seca, Escalofríos y dolores corporales;La Mesa, Mexico;Recuperado;5/05/2020
Gillen;Rodríguez;13/06/1920;2346788324; Quetzaltenango; San Carlos Sija;Fiebre, Cansancio;Tacoma, Estados Unidos;Recuperado;25/03/2020
Betsy;Alonzo;2/01/1948;26266311158;Guatemala;Mixco;Fiebre, Dificultad respiratoria;San Diego, Estados Unidos;Sospechoso;3/05/2020
Eda;Zelaya;21/10/2005;26209153224;Jalapa;Jalapa;Fiebre, Dificultad respiratoria;Salerno, Italia;Confirmado;18/03/2020
Miqueo;Jurado;15/03/1989;22186703158;San Marcos;Ixchiguán;Fiebre, Tos seca;Louisville, Estados Unidos;Confirmado;22/04/2020
Donatila;Otero;15/09/1934;210091621210;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Oklahoma City, Estados Unidos;Confirmado;15/03/2020
Rubí;Rael;7/11/1922;2158592417;Escuintla;San Vicente Pacaya;Fiebre, Tos seca, Escalofríos y dolores corporales;Ojo de Agua, Mexico;Confirmado;6/05/2020
Jezebel;Orellana;17/03/1938;24556779141;Guatemala;Chinautla;Fiebre, Tos seca;Bella Vista, Panama;Sospechoso;15/03/2020
Pompeyo;Rojas;24/06/1977;28840412104;Chimaltenango;Chimaltenango;Fiebre, Dificultad respiratoria;Chacarita, Costa Rica;Recuperado;27/04/2020
Abra;Carrión;23/05/1955;25892550109;Zacapa;Usumatlán;Fiebre, Tos seca;El Limon, Mexico;Sospechoso;6/05/2020
Sabacio;Guzmán;30/08/1973;26816539113;Escuintla;San José;Fiebre, Cansancio;Aramecina, Honduras;Confirmado;25/03/2020
Jimena;Casillas;29/11/2006;2708790228;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;Santa Cecilia, Mexico;Recuperado;24/04/2020
Gregorina;Banda;24/09/2000;26609299177;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;El Perico, Honduras;Recuperado;8/04/2020
Domikene;Carrillo;26/04/1994;22856305106;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Flushing, Estados Unidos;Confirmado;25/04/2020
Betsy;Zarate;14/12/1989;20628324148;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;El Calvario, Mexico;Sospechoso;7/05/2020
Cannan;Terrazas;25/03/1999;2887852649;Chiquimula;Olopa;Fiebre, Dificultad respiratoria;Santa Cruz, Honduras;Recuperado;30/03/2020
Leticia;Saenz;26/08/1988;2887657943;Escuintla;Siquinalá;Fiebre, Cansancio;Philadelphia, Estados Unidos;Recuperado;5/04/2020
Rocío;Godoy;18/04/1968;2040577749;Quetzaltenango;Cantel;Fiebre, Tos seca;Curridabat, Costa Rica;Confirmado;3/04/2020
Adelhard;Ocampo;7/11/1925;24653829213;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio;Houston, Estados Unidos;Recuperado;15/03/2020
Francesc;Hernandes;19/10/1984;20965845202;Guatemala;Mixco;Fiebre, Cansancio;Houston, Estados Unidos;Recuperado;27/04/2020
Deolinda;Vela;3/01/1926;2425653383;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Monterrey, Honduras;Recuperado;19/03/2020
Leonela;Zayas;7/03/1929;2953659125;Sacatepéquez;Santa María de Jesús;Fiebre, Tos seca, Escalofríos y dolores corporales;Yonkers, Estados Unidos;Confirmado;5/05/2020
Gualtar;Morales;20/09/1997;19606615112;Baja Verapaz;Cubulco;Fiebre, Cansancio, Escalofríos y dolores corporales;Washington, Estados Unidos;Recuperado;15/04/2020
Elina;Verdugo;29/01/1984;2802320979;Quetzaltenango;Salcajá;Fiebre, Tos seca;Houston, Estados Unidos;Sospechoso;8/04/2020
Consolación;Salcido;30/12/2011;2428582126;Jalapa;Jalapa;Fiebre, Dificultad respiratoria;San Miguel Chicaj, Guatemala;Confirmado;28/03/2020
Peer;Saucedo;12/11/1956;26678339223;Jutiapa;Comapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Alcaldedíaz, Panama;Confirmado;9/04/2020
Narcisa;Rico;23/07/1921;2142362693;Quiché;Pachalum;Fiebre, Cansancio;Manlio Fabio Altamirano, Mexico;Recuperado;16/03/2020
Valburga;Blanco;1/01/1937;2509862345;Santa Rosa;Chiquimulilla;Fiebre, Tos seca;Batán, Costa Rica;Recuperado;14/04/2020
Rutilda;Luján;22/03/1992;21385627225;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;Alexandria, Estados Unidos;Confirmado;14/03/2020
Princesa;Corral;30/08/1968;20600437510;Jutiapa;Jalpatagua;Fiebre, Dificultad respiratoria;Washington, Estados Unidos;Confirmado;22/03/2020
Christina;Gastelum;23/11/1996;22538615185;Izabal;Los Amates;Fiebre, Tos seca, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Sospechoso;15/04/2020
Georges;Rojo;16/10/1952;29541597192;San Marcos;Ixchiguán;Fiebre, Tos seca, Escalofríos y dolores corporales;Lazaro Cardenas, Mexico;Recuperado;9/04/2020
Penélope;Contreras;13/03/1945;20743888122;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;San Marcos, Honduras;Confirmado;28/04/2020
Esterina;Téllez;24/10/1998;23423059104;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Pueblo Viejo, Panama;Confirmado;19/04/2020
Caitán;Jiménez;27/05/1932;29252254151;Guatemala;Chinautla;Fiebre, Tos seca;El Paraíso, Honduras;Sospechoso;16/03/2020
Herminio;Preciado;6/09/2013;29809412155;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Saint Louis, Estados Unidos;Sospechoso;13/04/2020
Toshi;Guardado;18/06/1936;25290848125;Jalapa;Jalapa;Fiebre, Cansancio;Nuevo Chamelecón, Honduras;Confirmado;5/04/2020
Utka;Acosta;16/09/1983;2643279054;Huehuetenango;Nentón;Fiebre, Cansancio, Escalofríos y dolores corporales;Greenville, Estados Unidos;Sospechoso;7/04/2020
Deyanira;Díaz;25/05/1999;1951453989;Jalapa;San Pedro Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;San Francisco, Mexico;Confirmado;8/05/2020
Pacífico;Elizondo;30/11/1993;26142318163;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;Orlando, Estados Unidos;Sospechoso;7/05/2020
Derek;Valdés;8/10/2018;2157937322;Jutiapa;El Adelanto;Fiebre, Tos seca;Loma Alta, Mexico;Confirmado;6/04/2020
Barlaan;Dávila;28/03/1957;273377902210;Baja Verapaz;Salamá;Fiebre, Dificultad respiratoria;Agualote, Honduras;Confirmado;24/03/2020
Adela;Caballero;17/05/1942;27986219196;Alta Verapaz;San Cristóbal Verapaz;Fiebre, Dificultad respiratoria;San Ramón, Nicaragua;Confirmado;24/03/2020
Ghita;Leal;22/09/1954;25303992193;Chimaltenango;Tecpán;Fiebre, Cansancio;Alcaldedíaz, Panama;Sospechoso;11/04/2020
Abra;Quesada;9/09/1963;19903401171;Guatemala;San José Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Confirmado;21/04/2020
Esaú;Grijalva;12/06/1993;2397760566;San Marcos;Ayutla;Fiebre, Cansancio, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Confirmado;30/04/2020
Nina;Farías;16/06/2013;21465696191;Escuintla;San José;Fiebre, Cansancio;San Antonio, Mexico;Confirmado;28/03/2020
Numas;Rodarte;22/09/2017;2394768664;Petén;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Springfield, Estados Unidos;Recuperado;5/04/2020
Enon;Bueno;19/10/2011;26621423127;Jutiapa;Conguaco;Fiebre, Dificultad respiratoria;Springfield, Estados Unidos;Sospechoso;13/04/2020
Zahira;Montalvo;7/07/1957;21057084221;Sololá;Nahualá;Fiebre, Cansancio;Milano, Italia;Confirmado;5/05/2020
Luke;Jurado;14/02/1993;19099683226;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Toledo, Estados Unidos;Recuperado;7/05/2020
Lucila;Carrillo;27/09/1985;2517361845;Quiché;Santa María Nebaj;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Ana, Estados Unidos;Confirmado;29/03/2020
Miren;Valdez;27/03/1998;25353842185;Jutiapa;Comapa;Fiebre, Cansancio, Escalofríos y dolores corporales;El Ocotón, Honduras;Confirmado;21/04/2020
Circe;Rolón;2/08/1969;2284176196;Guatemala;Mixco;Fiebre, Tos seca;New Haven, Estados Unidos;Recuperado;11/04/2020
Kathy;Olivo;12/02/1926;2715581633;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;El Mirador, Mexico;Sospechoso;15/03/2020
Ena;Sevilla;16/09/2014;27583473122;Sololá;San Antonio Palopó;Fiebre, Tos seca;Minneapolis, Estados Unidos;Sospechoso;20/04/2020
Yanella;Rosas;24/07/2006;228005491310;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;El Rosario, Nicaragua;Sospechoso;28/03/2020
Alf;Pedraza;3/02/2016;2023645553;Jutiapa;Jerez;Fiebre, Dificultad respiratoria;El Refugio, Mexico;Sospechoso;18/04/2020
Ticiana;Chapa;18/02/2017;2693924298;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Fairbanks, Estados Unidos;Sospechoso;18/04/2020
Eugene;Zaragoza;23/01/1981;28798825173;Quiché;Sacapulas;Fiebre, Tos seca, Escalofríos y dolores corporales;Fort Worth, Estados Unidos;Confirmado;17/03/2020
Alaia;Carrasquill;30/07/1970;22725949217;Quiché;Cunén;Fiebre, Cansancio, Escalofríos y dolores corporales;Capellanía, Panama;Sospechoso;4/05/2020
Andrés;Madrigal;14/08/1947;20794058199;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;San Francisco, Mexico;Confirmado;22/04/2020
Nimsi;Lemus;7/05/1976;2464316048;Chiquimula;Chiquimula;Fiebre, Tos seca;Sunnyvale, Estados Unidos;Confirmado;26/04/2020
Betiana;Carrasco;2/06/1958;20985495128;Sololá;Concepción;Fiebre, Cansancio;Norfolk, Estados Unidos;Sospechoso;27/03/2020
Esterina;Valdés;2/06/1994;23798838133;Escuintla;San José;Fiebre, Cansancio;San Antonio, Mexico;Confirmado;31/03/2020
Melchior;Villalobos;5/07/1955;2205295252;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Reno, Estados Unidos;Sospechoso;17/03/2020
Elvio;Mateo;6/12/1987;25133535199;Chiquimula;San José la Arada;Fiebre, Tos seca, Escalofríos y dolores corporales;Monjarás, Honduras;Sospechoso;6/05/2020
Anastasio;Archuleta;9/06/1981;278970381910;San Marcos;Ayutla;Fiebre, Cansancio;Reno, Estados Unidos;Recuperado;8/05/2020
Amín;Núñez;12/11/1957;1982181583;Sololá;Panajachel;Fiebre, Tos seca;Corquín, Honduras;Sospechoso;26/03/2020
Otelo;Domínquez;22/02/1981;26818958142;Sololá;Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Roma, Italia;Sospechoso;3/04/2020
Adelqui;Gamez;13/12/2010;29765915219;Guatemala;Amatitlán;Fiebre, Cansancio;San Sebastian, Mexico;Sospechoso;23/04/2020
Leonard;Valle;27/08/2013;2804246162;Sololá;Panajachel;Fiebre, Cansancio;Roma, Italia;Confirmado;27/03/2020
Getulio;Villareal;8/07/1969;2366824324;Baja Verapaz;Granados;Fiebre, Tos seca;Johnson City, Estados Unidos;Confirmado;13/04/2020
Jeremiah;Gracia;14/06/2018;26082858183;Santa Rosa;Guazacapán;Fiebre, Tos seca, Escalofríos y dolores corporales;San Francisco, Mexico;Recuperado;24/04/2020
Lilibet;Narváez;15/01/2005;2751649721;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Confirmado;15/03/2020
Teodelina;Arriaga;2/04/1944;19561159102;Baja Verapaz;Purulhá;Fiebre, Cansancio, Escalofríos y dolores corporales;Joyabaj, Guatemala;Recuperado;23/04/2020
Janette;Valdivia;23/11/1954;1935523246;Jalapa;Mataquescuintla;Fiebre, Cansancio;Mangulile, Honduras;Confirmado;25/04/2020
Renau;Fuentes;31/10/2007;24715018189;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Charlotte, Estados Unidos;Sospechoso;7/04/2020
Denise;Bañuelos;15/11/1978;20314631167;Izabal;Los Amates;Fiebre, Dificultad respiratoria;Fort Worth, Estados Unidos;Recuperado;12/04/2020
Amaranto;Holguín;15/07/1957;2151728477;Alta Verapaz;Tamahú;Fiebre, Cansancio;El Rosario, El Salvador;Recuperado;5/05/2020
Damocles;Rolón;26/11/1985;192214382210;Sololá;San Antonio Palopó;Fiebre, Tos seca;El Paso, Estados Unidos;Sospechoso;26/03/2020
Libitina;Leal;1/11/1963;25001826145;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;Cabricán, Guatemala;Recuperado;31/03/2020
Ada;Figueroa;17/10/1953;29319534131;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Fe, Mexico;Recuperado;17/04/2020
Nilce;Nazario;29/12/2019;26958687133;Zacapa;Cabañas;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado;31/03/2020
Natal;Colón;7/08/1990;28049267910;Santa Rosa;Taxisco;Fiebre, Tos seca;Rafael Hernandez Ochoa, Mexico;Confirmado;18/04/2020
Casimira;Tirado;27/03/1960;2031596766;Huehuetenango;San Rafael La Independencia;Fiebre, Cansancio;Lubbock, Estados Unidos;Confirmado;22/04/2020
Namuncurá;Rivera;25/01/1942;21092494610;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Huité, Guatemala;Sospechoso;13/04/2020
Joyce;Escobedo;15/11/1930;28803363110;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Lynchburg, Estados Unidos;Recuperado;25/03/2020
Melvin;Campos;22/10/1994;28226831147;Guatemala;Guatemala;Fiebre, Tos seca;San Juan Sacatepéquez, Guatemala;Sospechoso;13/03/2020
Lucian;León;12/12/1947;19486837153;Huehuetenango;Jacaltenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Badajoz, España;Sospechoso;8/05/2020
Anouk;Griego;31/03/1990;2011853645;Zacapa;Cabañas;Fiebre, Dificultad respiratoria;El Rincón, Panama;Confirmado;6/05/2020
Lancelot;Villanueva;14/04/1956;2189303949;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Camalote, Honduras;Sospechoso;5/05/2020
Viv;Caldera;16/11/1956;2374921038;Guatemala;Chuarrancho;Fiebre, Cansancio;La Lima, Honduras;Recuperado;4/05/2020
Malvina;Domínquez;9/11/1924;28658604168;Quetzaltenango;Salcajá;Fiebre, Cansancio, Escalofríos y dolores corporales;Atlanta, Estados Unidos;Sospechoso;11/04/2020
Lorenza;Matos;7/08/1945;19589441106;San Marcos;Catarina;Fiebre, Tos seca;Stockton, Estados Unidos;Sospechoso;24/04/2020
Juanelo;Saavedra;18/10/1943;1972968572;Escuintla;Palín;Fiebre, Cansancio;Las Palmas, Mexico;Recuperado;26/04/2020
Yuri;Tijerina;24/10/1965;2487068736;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Lexington, Estados Unidos;Confirmado;22/03/2020
Gumersindo;Tijerina;6/04/1978;2653897617;Escuintla;Masagua;Fiebre, Cansancio;San Lorenzo, Mexico;Confirmado;20/03/2020
Cristo;Ozuna;15/02/1958;249875011010;Baja Verapaz;Purulhá;Fiebre, Cansancio;Syracuse, Estados Unidos;Recuperado;3/05/2020
Otelo;Lugo;16/05/1955;22004998158;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;La Colorada, Panama;Recuperado;20/03/2020
Yesica;Archuleta;7/05/1990;24850148133;Jutiapa;Conguaco;Fiebre, Tos seca;Colima, Costa Rica;Recuperado;19/03/2020
Elal;Pedraza;14/12/1973;2131581252;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Inglewood, Estados Unidos;Sospechoso;23/04/2020
Licas;Delgadillo;4/11/1959;223970231510;Izabal;Puerto Barrios;Fiebre, Cansancio;Denver, Estados Unidos;Recuperado;23/03/2020
Melito;Delgadillo;6/01/2000;2979938749;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Colorado Springs, Estados Unidos;Sospechoso;26/03/2020
Sinforosa;Baca;3/02/1976;20952241187;Quetzaltenango;Cantel;Fiebre, Tos seca;Tacoma, Estados Unidos;Confirmado;4/05/2020
Paris;Alonzo;26/06/1938;26373995810;Jalapa;Monjas;Fiebre, Dificultad respiratoria;Montgomery, Estados Unidos;Sospechoso;9/04/2020
Naná;Leyva;13/01/1950;2020326257;Escuintla;Palín;Fiebre, Tos seca;San Francisco, Estados Unidos;Recuperado;20/04/2020
Sadoth;Chávez;27/02/1989;2650617658;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Huité, Guatemala;Sospechoso;19/04/2020
Anouk;Caldera;8/12/1920;21500848210;Guatemala;Fraijanes;Fiebre, Tos seca;Atlanta, Estados Unidos;Recuperado;16/03/2020
Taffy;Correa;21/06/1944;19412091213;Chimaltenango;San Juan Comalapa;Fiebre, Dificultad respiratoria;Kansas City, Estados Unidos;Recuperado;15/03/2020
Elisabeth;Nazario;21/08/1958;24777919215;Quetzaltenango;Cantel;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Sospechoso;20/03/2020
Olimpia;Lerma;26/10/1961;1904529328;San Marcos;Ayutla;Fiebre, Cansancio;Grand Rapids, Estados Unidos;Confirmado;30/03/2020
Erika;Garza;5/02/1984;200074161710;Izabal;Morales;Fiebre, Cansancio, Escalofríos y dolores corporales;Manlio Fabio Altamirano, Mexico;Sospechoso;23/04/2020
Susan;Heredia;15/04/1952;20560765118;Petén;Flores;Fiebre, Tos seca;Jardin, Mexico;Confirmado;8/05/2020
Alanis;Alarcón;18/11/1989;20135656135;Guatemala;Chinautla;Fiebre, Tos seca;Indianapolis, Estados Unidos;Sospechoso;22/04/2020
Jabel;Madrigal;6/02/1962;2547113856;Guatemala;Guatemala;Fiebre, Cansancio;Buenos Aires, Honduras;Confirmado;27/04/2020
Paulette;Muro;9/07/1980;1914948042;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Confirmado;30/04/2020
Fulxencio;Benítez;9/10/1990;22044573135;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Tierra y Libertad, Mexico;Confirmado;23/04/2020
Fiore;Olivera;7/07/1976;2615206612;Izabal;Morales;Fiebre, Cansancio, Escalofríos y dolores corporales;Stamford, Estados Unidos;Confirmado;20/04/2020
Athos;Parra;11/08/1962;1935026052;San Marcos;Ayutla;Fiebre, Tos seca;Zaragoza, Guatemala;Sospechoso;12/04/2020
Alfa;Nieto;31/07/1947;236050601710;San Marcos;Comitancillo;Fiebre, Cansancio;Schenectady, Estados Unidos;Confirmado;14/03/2020
Tertulio;Tirado;10/06/1960;24270977112;Guatemala;Villa Nueva;Fiebre, Tos seca;Phoenix, Estados Unidos;Confirmado;29/03/2020
Laina;Hurtado;7/05/1932;2559114931;Escuintla;Tiquisate;Fiebre, Cansancio;San Francisco, Mexico;Recuperado;14/03/2020
Dan;Varela;18/08/1955;27897167179;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Vicente Guerrero, Mexico;Sospechoso;26/04/2020
Len;Saucedo;19/05/1920;2315063529;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Firenze, Italia;Recuperado;26/04/2020
Macra;Carreón;27/07/1968;2256821874;Huehuetenango;Ixtahuacán;Fiebre, Cansancio;Juigalpa, Nicaragua;Sospechoso;27/03/2020
Bayard;Bañuelos;25/01/2007;25990884168;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio;El Paso, Estados Unidos;Sospechoso;14/03/2020
Areb;Longoria;9/06/1959;24269416101;San Marcos;Comitancillo;Fiebre, Tos seca;Reggio Calabria, Italia;Confirmado;7/04/2020
Aladino;Toledo;28/10/2014;2722480672;Escuintla;Palín;Fiebre, Dificultad respiratoria;Denton, Estados Unidos;Confirmado;27/04/2020
Nela;Portillo;17/04/1993;2185462792;Sacatepéquez;Santa María de Jesús;Fiebre, Dificultad respiratoria;San José, Costa Rica;Sospechoso;30/04/2020
Randolfo;García;25/03/2000;23285412172;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Castellon De La Plana/Castello De La Pla, España;Recuperado;23/04/2020
