name;last_name;birth_date;id;city;town;symptoms;description;status
Antolin;Alvarez;16/02/1969;1974752441;Quiché;Pachalum;Fiebre, Cansancio, Escalofríos y dolores corporales;Garland, Estados Unidos;Confirmado
Lucinda;Baeza;30/04/2006;28419899149;Huehuetenango;Jacaltenango;Fiebre, Dificultad respiratoria;Concepción, Guatemala;Sospechoso
Palas;Hernádez;6/05/1921;1936399227;Guatemala;Villa Nueva;Fiebre, Tos seca, Escalofríos y dolores corporales;Humble, Estados Unidos;Confirmado
Dafna;Jaramillo;12/02/1927;26301567184;Guatemala;San Raymundo;Fiebre, Tos seca, Escalofríos y dolores corporales;El Mirador, Mexico;Sospechoso
Valquiria;Gamez;19/03/1959;27851102137;Chiquimula;Olopa;Fiebre, Tos seca;Santiago, Mexico;Recuperado
Augusto;Garica;8/01/1934;22213999165;Chiquimula;Concepción Las Minas;Fiebre, Tos seca, Escalofríos y dolores corporales;La Mesa, Mexico;Recuperado
Gillen;Rodríguez;13/06/1920;2346788324; Quetzaltenango; San Carlos Sija;Fiebre, Cansancio;Tacoma, Estados Unidos;Recuperado
Betsy;Alonzo;2/01/1948;26266311158;Guatemala;Mixco;Fiebre, Dificultad respiratoria;San Diego, Estados Unidos;Sospechoso
Eda;Zelaya;21/10/2005;26209153224;Jalapa;Jalapa;Fiebre, Dificultad respiratoria;Salerno, Italia;Confirmado
Miqueo;Jurado;15/03/1989;22186703158;San Marcos;Ixchiguán;Fiebre, Tos seca;Louisville, Estados Unidos;Confirmado
Donatila;Otero;15/09/1934;210091621210;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Oklahoma City, Estados Unidos;Confirmado
Rubí;Rael;7/11/1922;2158592417;Escuintla;San Vicente Pacaya;Fiebre, Tos seca, Escalofríos y dolores corporales;Ojo de Agua, Mexico;Confirmado
Jezebel;Orellana;17/03/1938;24556779141;Guatemala;Chinautla;Fiebre, Tos seca;Bella Vista, Panama;Sospechoso
Pompeyo;Rojas;24/06/1977;28840412104;Chimaltenango;Chimaltenango;Fiebre, Dificultad respiratoria;Chacarita, Costa Rica;Recuperado
Abra;Carrión;23/05/1955;25892550109;Zacapa;Usumatlán;Fiebre, Tos seca;El Limon, Mexico;Sospechoso
Sabacio;Guzmán;30/08/1973;26816539113;Escuintla;San José;Fiebre, Cansancio;Aramecina, Honduras;Confirmado
Jimena;Casillas;29/11/2006;2708790228;Guatemala;Chinautla;Fiebre, Dificultad respiratoria;Santa Cecilia, Mexico;Recuperado
Gregorina;Banda;24/09/2000;26609299177;Guatemala;Guatemala;Fiebre, Dificultad respiratoria;El Perico, Honduras;Recuperado
Domikene;Carrillo;26/04/1994;22856305106;Huehuetenango;Jacaltenango;Fiebre, Tos seca;Flushing, Estados Unidos;Confirmado
Betsy;Zarate;14/12/1989;20628324148;Escuintla;Iztapa;Fiebre, Cansancio, Escalofríos y dolores corporales;El Calvario, Mexico;Sospechoso
Cannan;Terrazas;25/03/1999;2887852649;Chiquimula;Olopa;Fiebre, Dificultad respiratoria;Santa Cruz, Honduras;Recuperado
Leticia;Saenz;26/08/1988;2887657943;Escuintla;Siquinalá;Fiebre, Cansancio;Philadelphia, Estados Unidos;Recuperado
Rocío;Godoy;18/04/1968;2040577749;Quetzaltenango;Cantel;Fiebre, Tos seca;Curridabat, Costa Rica;Confirmado
Adelhard;Ocampo;7/11/1925;24653829213;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio;Houston, Estados Unidos;Recuperado
Francesc;Hernandes;19/10/1984;20965845202;Guatemala;Mixco;Fiebre, Cansancio;Houston, Estados Unidos;Recuperado
Deolinda;Vela;3/01/1926;2425653383;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Monterrey, Honduras;Recuperado
Leonela;Zayas;7/03/1929;2953659125;Sacatepéquez;Santa María de Jesús;Fiebre, Tos seca, Escalofríos y dolores corporales;Yonkers, Estados Unidos;Confirmado
Gualtar;Morales;20/09/1997;19606615112;Baja Verapaz;Cubulco;Fiebre, Cansancio, Escalofríos y dolores corporales;Washington, Estados Unidos;Recuperado
Elina;Verdugo;29/01/1984;2802320979;Quetzaltenango;Salcajá;Fiebre, Tos seca;Houston, Estados Unidos;Sospechoso
Consolación;Salcido;30/12/2011;2428582126;Jalapa;Jalapa;Fiebre, Dificultad respiratoria;San Miguel Chicaj, Guatemala;Confirmado
Peer;Saucedo;12/11/1956;26678339223;Jutiapa;Comapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Alcaldedíaz, Panama;Confirmado
Narcisa;Rico;23/07/1921;2142362693;Quiché;Pachalum;Fiebre, Cansancio;Manlio Fabio Altamirano, Mexico;Recuperado
Valburga;Blanco;1/01/1937;2509862345;Santa Rosa;Chiquimulilla;Fiebre, Tos seca;Batán, Costa Rica;Recuperado
Rutilda;Luján;22/03/1992;21385627225;Guatemala;Chinautla;Fiebre, Tos seca, Escalofríos y dolores corporales;Alexandria, Estados Unidos;Confirmado
Princesa;Corral;30/08/1968;20600437510;Jutiapa;Jalpatagua;Fiebre, Dificultad respiratoria;Washington, Estados Unidos;Confirmado
Christina;Gastelum;23/11/1996;22538615185;Izabal;Los Amates;Fiebre, Tos seca, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Sospechoso
Georges;Rojo;16/10/1952;29541597192;San Marcos;Ixchiguán;Fiebre, Tos seca, Escalofríos y dolores corporales;Lazaro Cardenas, Mexico;Recuperado
Penélope;Contreras;13/03/1945;20743888122;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;San Marcos, Honduras;Confirmado
Esterina;Téllez;24/10/1998;23423059104;San Marcos;San Marcos;Fiebre, Tos seca, Escalofríos y dolores corporales;Pueblo Viejo, Panama;Confirmado
Caitán;Jiménez;27/05/1932;29252254151;Guatemala;Chinautla;Fiebre, Tos seca;El Paraíso, Honduras;Sospechoso
Herminio;Preciado;6/09/2013;29809412155;Guatemala;Mixco;Fiebre, Cansancio, Escalofríos y dolores corporales;Saint Louis, Estados Unidos;Sospechoso
Toshi;Guardado;18/06/1936;25290848125;Jalapa;Jalapa;Fiebre, Cansancio;Nuevo Chamelecón, Honduras;Confirmado
Utka;Acosta;16/09/1983;2643279054;Huehuetenango;Nentón;Fiebre, Cansancio, Escalofríos y dolores corporales;Greenville, Estados Unidos;Sospechoso
Deyanira;Díaz;25/05/1999;1951453989;Jalapa;San Pedro Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;San Francisco, Mexico;Confirmado
Pacífico;Elizondo;30/11/1993;26142318163;San Marcos;Ayutla;Fiebre, Dificultad respiratoria;Orlando, Estados Unidos;Sospechoso
Derek;Valdés;8/10/2018;2157937322;Jutiapa;El Adelanto;Fiebre, Tos seca;Loma Alta, Mexico;Confirmado
Barlaan;Dávila;28/03/1957;273377902210;Baja Verapaz;Salamá;Fiebre, Dificultad respiratoria;Agualote, Honduras;Confirmado
Adela;Caballero;17/05/1942;27986219196;Alta Verapaz;San Cristóbal Verapaz;Fiebre, Dificultad respiratoria;San Ramón, Nicaragua;Confirmado
Ghita;Leal;22/09/1954;25303992193;Chimaltenango;Tecpán;Fiebre, Cansancio;Alcaldedíaz, Panama;Sospechoso
Abra;Quesada;9/09/1963;19903401171;Guatemala;San José Pinula;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Confirmado
Esaú;Grijalva;12/06/1993;2397760566;San Marcos;Ayutla;Fiebre, Cansancio, Escalofríos y dolores corporales;Sacramento, Estados Unidos;Confirmado
Nina;Farías;16/06/2013;21465696191;Escuintla;San José;Fiebre, Cansancio;San Antonio, Mexico;Confirmado
Numas;Rodarte;22/09/2017;2394768664;Petén;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Springfield, Estados Unidos;Recuperado
Enon;Bueno;19/10/2011;26621423127;Jutiapa;Conguaco;Fiebre, Dificultad respiratoria;Springfield, Estados Unidos;Sospechoso
Zahira;Montalvo;7/07/1957;21057084221;Sololá;Nahualá;Fiebre, Cansancio;Milano, Italia;Confirmado
Luke;Jurado;14/02/1993;19099683226;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Toledo, Estados Unidos;Recuperado
Lucila;Carrillo;27/09/1985;2517361845;Quiché;Santa María Nebaj;Fiebre, Tos seca, Escalofríos y dolores corporales;Santa Ana, Estados Unidos;Confirmado
Miren;Valdez;27/03/1998;25353842185;Jutiapa;Comapa;Fiebre, Cansancio, Escalofríos y dolores corporales;El Ocotón, Honduras;Confirmado
Circe;Rolón;2/08/1969;2284176196;Guatemala;Mixco;Fiebre, Tos seca;New Haven, Estados Unidos;Recuperado
Kathy;Olivo;12/02/1926;2715581633;San Marcos;Comitancillo;Fiebre, Dificultad respiratoria;El Mirador, Mexico;Sospechoso
Ena;Sevilla;16/09/2014;27583473122;Sololá;San Antonio Palopó;Fiebre, Tos seca;Minneapolis, Estados Unidos;Sospechoso
Yanella;Rosas;24/07/2006;228005491310;San Marcos;Malacatán;Fiebre, Cansancio, Escalofríos y dolores corporales;El Rosario, Nicaragua;Sospechoso
Alf;Pedraza;3/02/2016;2023645553;Jutiapa;Jerez;Fiebre, Dificultad respiratoria;El Refugio, Mexico;Sospechoso
Ticiana;Chapa;18/02/2017;2693924298;San Marcos;Catarina;Fiebre, Cansancio, Escalofríos y dolores corporales;Fairbanks, Estados Unidos;Sospechoso
Eugene;Zaragoza;23/01/1981;28798825173;Quiché;Sacapulas;Fiebre, Tos seca, Escalofríos y dolores corporales;Fort Worth, Estados Unidos;Confirmado
Alaia;Carrasquill;30/07/1970;22725949217;Quiché;Cunén;Fiebre, Cansancio, Escalofríos y dolores corporales;Capellanía, Panama;Sospechoso
Andrés;Madrigal;14/08/1947;20794058199;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;San Francisco, Mexico;Confirmado
Nimsi;Lemus;7/05/1976;2464316048;Chiquimula;Chiquimula;Fiebre, Tos seca;Sunnyvale, Estados Unidos;Confirmado
Betiana;Carrasco;2/06/1958;20985495128;Sololá;Concepción;Fiebre, Cansancio;Norfolk, Estados Unidos;Sospechoso
Esterina;Valdés;2/06/1994;23798838133;Escuintla;San José;Fiebre, Cansancio;San Antonio, Mexico;Confirmado
Melchior;Villalobos;5/07/1955;2205295252;Escuintla;Tiquisate;Fiebre, Cansancio, Escalofríos y dolores corporales;Reno, Estados Unidos;Sospechoso
Elvio;Mateo;6/12/1987;25133535199;Chiquimula;San José la Arada;Fiebre, Tos seca, Escalofríos y dolores corporales;Monjarás, Honduras;Sospechoso
Anastasio;Archuleta;9/06/1981;278970381910;San Marcos;Ayutla;Fiebre, Cansancio;Reno, Estados Unidos;Recuperado
Amín;Núñez;12/11/1957;1982181583;Sololá;Panajachel;Fiebre, Tos seca;Corquín, Honduras;Sospechoso
Otelo;Domínquez;22/02/1981;26818958142;Sololá;Concepción;Fiebre, Cansancio, Escalofríos y dolores corporales;Roma, Italia;Sospechoso
Adelqui;Gamez;13/12/2010;29765915219;Guatemala;Amatitlán;Fiebre, Cansancio;San Sebastian, Mexico;Sospechoso
Leonard;Valle;27/08/2013;2804246162;Sololá;Panajachel;Fiebre, Cansancio;Roma, Italia;Confirmado
Getulio;Villareal;8/07/1969;2366824324;Baja Verapaz;Granados;Fiebre, Tos seca;Johnson City, Estados Unidos;Confirmado
Jeremiah;Gracia;14/06/2018;26082858183;Santa Rosa;Guazacapán;Fiebre, Tos seca, Escalofríos y dolores corporales;San Francisco, Mexico;Recuperado
Lilibet;Narváez;15/01/2005;2751649721;Sololá;Panajachel;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Confirmado
Teodelina;Arriaga;2/04/1944;19561159102;Baja Verapaz;Purulhá;Fiebre, Cansancio, Escalofríos y dolores corporales;Joyabaj, Guatemala;Recuperado
Janette;Valdivia;23/11/1954;1935523246;Jalapa;Mataquescuintla;Fiebre, Cansancio;Mangulile, Honduras;Confirmado
Renau;Fuentes;31/10/2007;24715018189;Escuintla;Palín;Fiebre, Cansancio, Escalofríos y dolores corporales;Charlotte, Estados Unidos;Sospechoso
Denise;Bañuelos;15/11/1978;20314631167;Izabal;Los Amates;Fiebre, Dificultad respiratoria;Fort Worth, Estados Unidos;Recuperado
Amaranto;Holguín;15/07/1957;2151728477;Alta Verapaz;Tamahú;Fiebre, Cansancio;El Rosario, El Salvador;Recuperado
Damocles;Rolón;26/11/1985;192214382210;Sololá;San Antonio Palopó;Fiebre, Tos seca;El Paso, Estados Unidos;Sospechoso
Libitina;Leal;1/11/1963;25001826145;Guatemala;Chinautla;Fiebre, Cansancio, Escalofríos y dolores corporales;Cabricán, Guatemala;Recuperado
Ada;Figueroa;17/10/1953;29319534131;Escuintla;San José;Fiebre, Cansancio, Escalofríos y dolores corporales;Santa Fe, Mexico;Recuperado
Nilce;Nazario;29/12/2019;26958687133;Zacapa;Cabañas;Fiebre, Cansancio, Escalofríos y dolores corporales;Greensboro, Estados Unidos;Confirmado
Natal;Colón;7/08/1990;28049267910;Santa Rosa;Taxisco;Fiebre, Tos seca;Rafael Hernandez Ochoa, Mexico;Confirmado
Casimira;Tirado;27/03/1960;2031596766;Huehuetenango;San Rafael La Independencia;Fiebre, Cansancio;Lubbock, Estados Unidos;Confirmado
Namuncurá;Rivera;25/01/1942;21092494610;Quiché;Pachalum;Fiebre, Tos seca, Escalofríos y dolores corporales;Huité, Guatemala;Sospechoso
Joyce;Escobedo;15/11/1930;28803363110;Guatemala;Fraijanes;Fiebre, Tos seca, Escalofríos y dolores corporales;Lynchburg, Estados Unidos;Recuperado
Melvin;Campos;22/10/1994;28226831147;Guatemala;Guatemala;Fiebre, Tos seca;San Juan Sacatepéquez, Guatemala;Sospechoso
Lucian;León;12/12/1947;19486837153;Huehuetenango;Jacaltenango;Fiebre, Tos seca, Escalofríos y dolores corporales;Badajoz, España;Sospechoso
Anouk;Griego;31/03/1990;2011853645;Zacapa;Cabañas;Fiebre, Dificultad respiratoria;El Rincón, Panama;Confirmado
Lancelot;Villanueva;14/04/1956;2189303949;Sololá;Nahualá;Fiebre, Cansancio, Escalofríos y dolores corporales;Camalote, Honduras;Sospechoso
Viv;Caldera;16/11/1956;2374921038;Guatemala;Chuarrancho;Fiebre, Cansancio;La Lima, Honduras;Recuperado
Malvina;Domínquez;9/11/1924;28658604168;Quetzaltenango;Salcajá;Fiebre, Cansancio, Escalofríos y dolores corporales;Atlanta, Estados Unidos;Sospechoso
Lorenza;Matos;7/08/1945;19589441106;San Marcos;Catarina;Fiebre, Tos seca;Stockton, Estados Unidos;Sospechoso
Juanelo;Saavedra;18/10/1943;1972968572;Escuintla;Palín;Fiebre, Cansancio;Las Palmas, Mexico;Recuperado
Yuri;Tijerina;24/10/1965;2487068736;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Lexington, Estados Unidos;Confirmado
Gumersindo;Tijerina;6/04/1978;2653897617;Escuintla;Masagua;Fiebre, Cansancio;San Lorenzo, Mexico;Confirmado
Cristo;Ozuna;15/02/1958;249875011010;Baja Verapaz;Purulhá;Fiebre, Cansancio;Syracuse, Estados Unidos;Recuperado
Otelo;Lugo;16/05/1955;22004998158;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;La Colorada, Panama;Recuperado
Yesica;Archuleta;7/05/1990;24850148133;Jutiapa;Conguaco;Fiebre, Tos seca;Colima, Costa Rica;Recuperado
Elal;Pedraza;14/12/1973;2131581252;San Marcos;Comitancillo;Fiebre, Cansancio, Escalofríos y dolores corporales;Inglewood, Estados Unidos;Sospechoso
Licas;Delgadillo;4/11/1959;223970231510;Izabal;Puerto Barrios;Fiebre, Cansancio;Denver, Estados Unidos;Recuperado
Melito;Delgadillo;6/01/2000;2979938749;San Marcos;Malacatán;Fiebre, Dificultad respiratoria;Colorado Springs, Estados Unidos;Sospechoso
Sinforosa;Baca;3/02/1976;20952241187;Quetzaltenango;Cantel;Fiebre, Tos seca;Tacoma, Estados Unidos;Confirmado
Paris;Alonzo;26/06/1938;26373995810;Jalapa;Monjas;Fiebre, Dificultad respiratoria;Montgomery, Estados Unidos;Sospechoso
Naná;Leyva;13/01/1950;2020326257;Escuintla;Palín;Fiebre, Tos seca;San Francisco, Estados Unidos;Recuperado
Sadoth;Chávez;27/02/1989;2650617658;Sololá;Sololá;Fiebre, Cansancio, Escalofríos y dolores corporales;Huité, Guatemala;Sospechoso
Anouk;Caldera;8/12/1920;21500848210;Guatemala;Fraijanes;Fiebre, Tos seca;Atlanta, Estados Unidos;Recuperado
Taffy;Correa;21/06/1944;19412091213;Chimaltenango;San Juan Comalapa;Fiebre, Dificultad respiratoria;Kansas City, Estados Unidos;Recuperado
Elisabeth;Nazario;21/08/1958;24777919215;Quetzaltenango;Cantel;Fiebre, Cansancio, Escalofríos y dolores corporales;New York City, Estados Unidos;Sospechoso
Olimpia;Lerma;26/10/1961;1904529328;San Marcos;Ayutla;Fiebre, Cansancio;Grand Rapids, Estados Unidos;Confirmado
Erika;Garza;5/02/1984;200074161710;Izabal;Morales;Fiebre, Cansancio, Escalofríos y dolores corporales;Manlio Fabio Altamirano, Mexico;Sospechoso
Susan;Heredia;15/04/1952;20560765118;Petén;Flores;Fiebre, Tos seca;Jardin, Mexico;Confirmado
Alanis;Alarcón;18/11/1989;20135656135;Guatemala;Chinautla;Fiebre, Tos seca;Indianapolis, Estados Unidos;Sospechoso
Jabel;Madrigal;6/02/1962;2547113856;Guatemala;Guatemala;Fiebre, Cansancio;Buenos Aires, Honduras;Confirmado
Paulette;Muro;9/07/1980;1914948042;Escuintla;Iztapa;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Confirmado
Fulxencio;Benítez;9/10/1990;22044573135;Escuintla;Siquinalá;Fiebre, Cansancio, Escalofríos y dolores corporales;Tierra y Libertad, Mexico;Confirmado
Fiore;Olivera;7/07/1976;2615206612;Izabal;Morales;Fiebre, Cansancio, Escalofríos y dolores corporales;Stamford, Estados Unidos;Confirmado
Athos;Parra;11/08/1962;1935026052;San Marcos;Ayutla;Fiebre, Tos seca;Zaragoza, Guatemala;Sospechoso
Alfa;Nieto;31/07/1947;236050601710;San Marcos;Comitancillo;Fiebre, Cansancio;Schenectady, Estados Unidos;Confirmado
Tertulio;Tirado;10/06/1960;24270977112;Guatemala;Villa Nueva;Fiebre, Tos seca;Phoenix, Estados Unidos;Confirmado
Laina;Hurtado;7/05/1932;2559114931;Escuintla;Tiquisate;Fiebre, Cansancio;San Francisco, Mexico;Recuperado
Dan;Varela;18/08/1955;27897167179;Sololá;Panajachel;Fiebre, Tos seca, Escalofríos y dolores corporales;Vicente Guerrero, Mexico;Sospechoso
Len;Saucedo;19/05/1920;2315063529;Sololá;San Antonio Palopó;Fiebre, Cansancio, Escalofríos y dolores corporales;Firenze, Italia;Recuperado
Macra;Carreón;27/07/1968;2256821874;Huehuetenango;Ixtahuacán;Fiebre, Cansancio;Juigalpa, Nicaragua;Sospechoso
Bayard;Bañuelos;25/01/2007;25990884168;Quetzaltenango;Quetzaltenango;Fiebre, Cansancio;El Paso, Estados Unidos;Sospechoso
Areb;Longoria;9/06/1959;24269416101;San Marcos;Comitancillo;Fiebre, Tos seca;Reggio Calabria, Italia;Confirmado
Aladino;Toledo;28/10/2014;2722480672;Escuintla;Palín;Fiebre, Dificultad respiratoria;Denton, Estados Unidos;Confirmado
Nela;Portillo;17/04/1993;2185462792;Sacatepéquez;Santa María de Jesús;Fiebre, Dificultad respiratoria;San José, Costa Rica;Sospechoso
Randolfo;García;25/03/2000;23285412172;Guatemala;Villa Nueva;Fiebre, Cansancio, Escalofríos y dolores corporales;Castellon De La Plana/Castello De La Pla, España;Recuperado
Alulay;Vázquez;24/02/1966;2645871175;Sololá;Panajachel;Fiebre, Cansancio;Dolores, Nicaragua;Recuperado
Dario;Jasso;1/10/1948;26337558310;Baja Verapaz;Granados;Fiebre, Dificultad respiratoria;Monterrey, Honduras;Confirmado
Alize;Alcaraz;15/01/1921;252056781910;Suchitepéquez;San Francisco Zapotitlán;Fiebre, Tos seca, Escalofríos y dolores corporales;Las Americas, Mexico;Recuperado
Lourdes;Montalvo;23/02/1998;2628194363;Chiquimula;Jocotán;Fiebre, Tos seca, Escalofríos y dolores corporales;Portland, Estados Unidos;Confirmado
Denisse;Arteaga;1/06/1981;2919689333;Sololá;San Antonio Palopó;Fiebre, Cansancio;El Ocotón, Honduras;Confirmado
Giuseppa;Rascón;20/07/1987;2432132317;San Marcos;Comitancillo;Fiebre, Cansancio;San Francisco, Mexico;Confirmado
Licerio;Caraballo;9/05/1961;27193677108;Huehuetenango;La Libertad;Fiebre, Dificultad respiratoria;Guadalupe Victoria, Mexico;Recuperado
Aylin;Valles;27/01/1989;2341303161; Quetzaltenango; Almolonga;Fiebre, Cansancio, Escalofríos y dolores corporales;Kansas City, Estados Unidos;Sospechoso
Prisca;Ruelas;25/05/2012;268993941010;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Kansas City, Estados Unidos;Sospechoso
Zara;Chávez;15/09/1964;2609619782;Escuintla;San José;Fiebre, Tos seca, Escalofríos y dolores corporales;Quebrada de Arena, Honduras;Recuperado
Leonora;Granado;12/06/1997;23727887211;Sololá;Sololá;Fiebre, Tos seca, Escalofríos y dolores corporales;Cañaveral, Honduras;Recuperado
Yunca;Quiñones;3/09/1960;19237299133;Guatemala;Guatemala;Fiebre, Tos seca, Escalofríos y dolores corporales;Seattle, Estados Unidos;Sospechoso
Cripín;Jasso;12/03/1959;2033984249;Escuintla;San José;Fiebre, Cansancio;Washington, Estados Unidos;Recuperado
Isberga;Mendoza;30/05/1955;2335460637;Jutiapa;Pasaco;Fiebre, Cansancio, Escalofríos y dolores corporales;Las Vegas, Estados Unidos;Recuperado
Telma;Orellana;15/12/2002;208668521310;Quetzaltenango;Almolonga;Fiebre, Cansancio, Escalofríos y dolores corporales;El Bálsamo, Honduras;Confirmado
Jessenia;Garza;8/08/1977;2233518975;Escuintla;San José;Fiebre, Tos seca;Purral, Costa Rica;Recuperado
Zafiro;Montez;23/07/1957;2735263692;Escuintla;Palín;Fiebre, Cansancio;Arlington, Estados Unidos;Confirmado
Natalí;Luján;18/10/1930;22934509202;Jutiapa;Jalpatagua;Fiebre, Cansancio, Escalofríos y dolores corporales;Dallas, Estados Unidos;Sospechoso
Hersilia;Fernández;11/12/1993;192188482010;Sololá;Sololá;Fiebre, Tos seca;Colorado Springs, Estados Unidos;Confirmado
Grau;Olivera;10/03/2003;2518807954;Quetzaltenango;Salcajá;Fiebre, Cansancio, Escalofríos y dolores corporales;Oratorio, Guatemala;Confirmado
Domenec;Espino;22/10/1954;20424256111;Chimaltenango;Patzún;Fiebre, Tos seca;Niños Heroes, Mexico;Recuperado
Fina;Najera;30/07/1945;2711067581;Alta Verapaz;Tamahú;Fiebre, Tos seca, Escalofríos y dolores corporales;San Sebastian, Mexico;Recuperado
Kalen;Ocampo;18/10/1969;1925523434;Guatemala;Guatemala;Fiebre, Tos seca;Mataquescuintla, Guatemala;Confirmado
Ibero;Maestas;28/01/2014;23789158105;Chiquimula;Chiquimula;Fiebre, Tos seca;Clearwater, Estados Unidos;Sospechoso
Yaco;Banda;12/03/1944;24808639199;Huehuetenango;Santa Bárbara;Fiebre, Cansancio;San Miguelito, Panama;Confirmado
Consolación;Loya;12/06/1936;193711981510;Izabal;Livingston;Fiebre, Tos seca;Sulaco, Honduras;Recuperado
Uberto;Delgado;4/05/1943;27182436182;San Marcos;San Marcos;Fiebre, Cansancio;La Suiza, Costa Rica;Sospechoso
